,url_id,url_short_url,url_long_url,url_title,url_description,url_created_date,url_updated_date,visitor_id,url_id_1,visitor_ip,visitor_city,visitor_region,visitor_country,visitor_coords,visitor_isp,visitor_bot,visitor_os,visitor_device,visitor_browser,visitor_machine,visitor_user_agent,visitor_visited_date
1000,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,998,4,86.237.23.148,Marseille,Provence-Alpes-Côte d'Azur,France,"43.2951, 5.3861",Orange,False,Android 5.0,Samsung SM-N900W8 Samsung SM-N900W8,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.0; SM-N900W8 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-06 05:03:19.000000
1001,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,999,12,86.237.23.148,Marseille,Provence-Alpes-Côte d'Azur,France,"43.2951, 5.3861",Orange,False,Android 5.0,Samsung SM-N900W8 Samsung SM-N900W8,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.0; SM-N900W8 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-06 05:04:03.000000
1002,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1000,4,149.208.3.102,Blomberg,North Rhine-Westphalia,Germany,"51.9349, 9.10466",Phoenix Contact GmbH & Co. KG,False,Windows Vista,Other,Chrome 35.0.1916,Desktop,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",2023-01-02 12:11:01.000000
1003,8,9b0294,https://hyperiondev-capstone5-flask.cwchan0212.repl.co/,Capstone Project 5: Bookstore Management System (Flask),"Adapted from a previous capstone project, a web application using Flask and SQLite that allows users to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 14:29:12.590838,2023-02-06 00:24:15.047801,1001,8,60.33.242.110,Kikudomi,Kumamoto,Japan,"32.9032, 130.783",NTT Communications Corporation,False,Android 4.3,C6530 Sony C6530,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.3; C6530 Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-12-29 23:18:12.000000
1004,5,7351b3,https://replit.com/@cwchan0212/hyperiondev-capstone5?embed=true,Capstone Project 5: Bookstore Management System,"Built a bookstore management system that allows a clerk to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 13:56:06.209532,2023-02-06 00:23:16.167642,1002,5,60.33.242.110,Kikudomi,Kumamoto,Japan,"32.9032, 130.783",NTT Communications Corporation,False,Android 4.3,C6530 Sony C6530,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.3; C6530 Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-12-29 23:19:43.000000
1005,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1003,4,59.68.212.169,Shiyan,Hubei,China,"32.6596, 110.753",Hubei Automotive Industrial Institute,False,Windows 98,Other,IE 8.0,Other,Mozilla/4.0 (compatible; MSIE 8.0; Windows 98; .NET CLR 2.0.50727),2023-01-18 21:20:30.000000
1006,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,1004,14,59.68.212.169,Shiyan,Hubei,China,"32.6596, 110.753",Hubei Automotive Industrial Institute,False,Windows 98,Other,IE 8.0,Other,Mozilla/4.0 (compatible; MSIE 8.0; Windows 98; .NET CLR 2.0.50727),2023-01-18 21:21:17.000000
1007,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,1005,6,59.68.212.169,Shiyan,Hubei,China,"32.6596, 110.753",Hubei Automotive Industrial Institute,False,Windows 98,Other,IE 8.0,Other,Mozilla/4.0 (compatible; MSIE 8.0; Windows 98; .NET CLR 2.0.50727),2023-01-18 21:21:20.000000
1008,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,1006,6,174.65.244.112,Alpine,California,United States,"32.8338, -116.7505",Cox Communications Inc.,False,Windows Vista,Other,Maxthon 4.4.7,Desktop,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.7.1000 Chrome/30.0.1599.101 Safari/537.36",2022-11-12 06:47:22.000000
1009,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,1007,11,21.86.7.155,Whitehall,Ohio,United States,"39.9747, -82.8947",DoD Network Information Center,False,NetBSD ,Other,Chrome 38.0.2125,Other,"Mozilla/5.0 (X11; NetBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",2022-12-12 11:19:14.000000
1010,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,1008,13,111.66.14.127,Dongguan,Guangdong,China,"23.0207, 113.752",DGOF-BNet,False,Windows XP,Other,IE 8.0,Desktop,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; eSobiSubscriber 2.0.4.16; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),2022-10-28 05:48:33.000000
1011,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,1009,12,111.66.14.127,Dongguan,Guangdong,China,"23.0207, 113.752",DGOF-BNet,False,Windows XP,Other,IE 8.0,Desktop,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; eSobiSubscriber 2.0.4.16; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),2022-10-28 05:49:43.000000
1012,10,63b56e,https://self-staff-scheduler.cwchan0212.repl.co/,Side Project: Staff Scheduler,"Adapted from a previous Excel VBA application, a web application using NodeJs, Express, MongoDB that saved supervisor up to 90% of the time spent on report preparation during the pandemic.",2023-02-04 14:31:52.310574,2023-02-06 00:24:49.297269,1010,10,44.65.92.13,San Diego,California,United States,"32.819, -117.179","University of California, San Diego",False,Android 5.1.1,Samsung SM-G920F Samsung SM-G920F,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G920F Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-10-03 08:59:58.000000
1013,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,1011,2,44.65.92.13,San Diego,California,United States,"32.819, -117.179","University of California, San Diego",False,Android 5.1.1,Samsung SM-G920F Samsung SM-G920F,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G920F Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-10-03 09:01:03.000000
1014,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,1012,6,44.65.92.13,San Diego,California,United States,"32.819, -117.179","University of California, San Diego",False,Android 5.1.1,Samsung SM-G920F Samsung SM-G920F,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G920F Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-10-03 09:01:24.000000
1015,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,1013,2,44.65.92.13,San Diego,California,United States,"32.819, -117.179","University of California, San Diego",False,Android 5.1.1,Samsung SM-G920F Samsung SM-G920F,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G920F Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-10-03 09:02:49.000000
1016,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,1096,12,47.241.218.248,Singapore,North West,Singapore,"1.35208, 103.82",Alibaba.com LLC,False,Windows 7,Other,Opera 11.11,Desktop,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.11,2023-01-20 23:46:18.000000
1017,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,1014,12,110.111.249.160,Beijing,Beijing,China,"39.9042, 116.407","HEXIE Information technology Co., Ltd.",False,Android 4.4.2,STUDIO X PLUS Generic_Android STUDIO X PLUS,Chrome Mobile WebView 30.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; STUDIO X PLUS Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",2023-01-16 14:51:36.000000
1018,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,1073,11,100.247.126.195,Chicago,Illinois,United States,"41.8781, -87.6298","T-Mobile USA, Inc.",False,Windows XP,Other,Firefox 38.0,Desktop,Mozilla/5.0 (Windows NT 5.1; rv:38.0) Gecko/20100101 Firefox/38.0,2023-01-20 21:28:50.000000
1019,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,1015,9,110.111.249.160,Beijing,Beijing,China,"39.9042, 116.407","HEXIE Information technology Co., Ltd.",False,Android 4.4.2,STUDIO X PLUS Generic_Android STUDIO X PLUS,Chrome Mobile WebView 30.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; STUDIO X PLUS Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",2023-01-16 14:51:49.000000
1020,8,9b0294,https://hyperiondev-capstone5-flask.cwchan0212.repl.co/,Capstone Project 5: Bookstore Management System (Flask),"Adapted from a previous capstone project, a web application using Flask and SQLite that allows users to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 14:29:12.590838,2023-02-06 00:24:15.047801,1016,8,89.253.94.48,Stockholm,Stockholm County,Sweden,"59.3287, 18.0717",Ownit Broadband AB,False,Windows XP,Other,IE 8.0,Desktop,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C),2022-11-29 15:14:19.000000
1021,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,1017,11,119.129.136.239,Guangzhou,Guangdong,China,"23.1181, 113.2539",Chinanet,False,iOS 8.4,iPad Apple iPad,Mobile Safari,Tablet,"Mozilla/5.0 (iPad; CPU iPhone OS 8.4 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.16 rv:21600.113.0",2023-01-12 19:34:03.000000
1022,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,1018,11,21.154.226.71,Whitehall,Ohio,United States,"39.9747, -82.8947",DoD Network Information Center,False,Windows Vista,Other,Chrome 46.0.2465,Desktop,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2465.0 Safari/537.36",2022-10-28 05:18:22.000000
1023,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1019,4,21.154.226.71,Whitehall,Ohio,United States,"39.9747, -82.8947",DoD Network Information Center,False,Windows Vista,Other,Chrome 46.0.2465,Desktop,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2465.0 Safari/537.36",2022-10-28 05:18:44.000000
1024,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,1020,9,129.41.192.165,Montreal,Quebec,Canada,"45.5019, -73.5674",IBM,False,Android 5.0.2,Asus Nexus 7 Asus Nexus 7,Chrome 45.0.2454,Tablet,"Mozilla/5.0 (Linux; Android 5.0.2; Nexus 7 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36",2022-12-18 04:52:44.000000
1025,5,7351b3,https://replit.com/@cwchan0212/hyperiondev-capstone5?embed=true,Capstone Project 5: Bookstore Management System,"Built a bookstore management system that allows a clerk to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 13:56:06.209532,2023-02-06 00:23:16.167642,1021,5,129.41.192.165,Montreal,Quebec,Canada,"45.5019, -73.5674",IBM,False,Android 5.0.2,Asus Nexus 7 Asus Nexus 7,Chrome 45.0.2454,Tablet,"Mozilla/5.0 (Linux; Android 5.0.2; Nexus 7 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36",2022-12-18 04:54:00.000000
1026,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1022,4,204.80.226.180,Cockeysville,Maryland,United States,"39.4939, -76.6606",Verizon Business,False,Fedora ,Other,Firefox 38.0,Desktop,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0,2023-01-21 22:22:06.000000
1027,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,1023,9,119.224.42.239,Christchurch,Canterbury,New Zealand,"-43.5195, 172.6165",CallPlus Services Limited,False,Mac OS X 10.10.4,Mac Apple Mac,Airmail 2.1,Desktop,Airmail 2.1 rv:309 (Macintosh; Mac OS X 10.10.4; de_CH),2022-11-14 06:25:19.000000
1028,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,1024,14,119.224.42.239,Christchurch,Canterbury,New Zealand,"-43.5195, 172.6165",CallPlus Services Limited,False,Mac OS X 10.10.4,Mac Apple Mac,Airmail 2.1,Desktop,Airmail 2.1 rv:309 (Macintosh; Mac OS X 10.10.4; de_CH),2022-11-14 06:26:09.000000
1029,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1025,4,119.224.42.239,Christchurch,Canterbury,New Zealand,"-43.5195, 172.6165",CallPlus Services Limited,False,Mac OS X 10.10.4,Mac Apple Mac,Airmail 2.1,Desktop,Airmail 2.1 rv:309 (Macintosh; Mac OS X 10.10.4; de_CH),2022-11-14 06:26:10.000000
1030,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,1026,2,119.224.42.239,Christchurch,Canterbury,New Zealand,"-43.5195, 172.6165",CallPlus Services Limited,False,Mac OS X 10.10.4,Mac Apple Mac,Airmail 2.1,Desktop,Airmail 2.1 rv:309 (Macintosh; Mac OS X 10.10.4; de_CH),2022-11-14 06:26:52.000000
1031,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,1027,12,2.144.132.198,Tehran,Tehran,Iran,"35.7511, 51.3504",Iran Cell Service and Communication,False,Windows RT,Lumia 635 Nokia Lumia 635,IE 11.0,Desktop,Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; Lumia 635; BOOST) like Gecko,2022-11-30 11:52:50.000000
1032,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,1028,13,2.144.132.198,Tehran,Tehran,Iran,"35.7511, 51.3504",Iran Cell Service and Communication,False,Windows RT,Lumia 635 Nokia Lumia 635,IE 11.0,Desktop,Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; Lumia 635; BOOST) like Gecko,2022-11-30 11:53:35.000000
1033,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,1029,1,201.29.118.50,São Paulo,Sao Paulo,Brazil,"-23.5558, -46.6396",V tal,False,Android 4.0.4,BNTV400 Nook BNTV400,Android 4.0.4,Tablet,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; BNTV400 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",2023-01-16 03:40:25.000000
1034,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,1030,13,201.29.118.50,São Paulo,Sao Paulo,Brazil,"-23.5558, -46.6396",V tal,False,Android 4.0.4,BNTV400 Nook BNTV400,Android 4.0.4,Tablet,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; BNTV400 Build/IMM76L) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",2023-01-16 03:41:24.000000
1035,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1031,4,1.31.109.199,Zhangzhou,Fujian,China,"24.6391, 117.199",China Unicom Neimeng Province Network,False,Mac OS X 10.5,Mac Apple Mac,Firefox 16.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0,2022-10-04 02:37:35.000000
1036,5,7351b3,https://replit.com/@cwchan0212/hyperiondev-capstone5?embed=true,Capstone Project 5: Bookstore Management System,"Built a bookstore management system that allows a clerk to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 13:56:06.209532,2023-02-06 00:23:16.167642,1032,5,1.31.109.199,Zhangzhou,Fujian,China,"24.6391, 117.199",China Unicom Neimeng Province Network,False,Mac OS X 10.5,Mac Apple Mac,Firefox 16.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0,2022-10-04 02:38:17.000000
1037,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,1033,9,209.245.177.136,Seattle,Washington,United States,"47.6062, -122.332","Level 3 Communications, Inc.",False,Android 4.3,Samsung GT-N7100 Samsung GT-N7100,UC Browser 10.7.0,Mobile,"Mozilla/5.0 (Linux; U; Android 4.3; en-US; GT-N7100 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.0.636 U3/0.8.0 Mobile Safari/534.30",2022-11-17 18:43:27.000000
1038,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,1034,1,91.236.102.120,Khabarovsk,Khabarovsk,Russia,"48.4817, 135.083",Pautina Ltd.,False,Android 4.4.2,HTC 6525LVW HTC 6525LVW,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; HTC6525LVW Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-05 00:25:15.000000
1039,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,1035,9,91.236.102.120,Khabarovsk,Khabarovsk,Russia,"48.4817, 135.083",Pautina Ltd.,False,Android 4.4.2,HTC 6525LVW HTC 6525LVW,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; HTC6525LVW Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-05 00:26:43.000000
1040,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,1036,14,91.236.102.120,Khabarovsk,Khabarovsk,Russia,"48.4817, 135.083",Pautina Ltd.,False,Android 4.4.2,HTC 6525LVW HTC 6525LVW,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; HTC6525LVW Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-05 00:26:53.000000
1041,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,1037,12,91.236.102.120,Khabarovsk,Khabarovsk,Russia,"48.4817, 135.083",Pautina Ltd.,False,Android 4.4.2,HTC 6525LVW HTC 6525LVW,Chrome Mobile 45.0.2454,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; HTC6525LVW Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",2022-11-05 00:27:07.000000
1042,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,1038,13,24.104.126.202,Bedford Park,Illinois,United States,"41.7714, -87.7448",Comcast Cable Communications,False,Windows 8,Other,Maxthon 4.1,Desktop,"Mozilla/5.1 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.1 Chrome/45.0.2454.85 Safari/537.36",2022-10-02 06:33:45.000000
1043,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,1039,4,24.104.126.202,Bedford Park,Illinois,United States,"41.7714, -87.7448",Comcast Cable Communications,False,Windows 8,Other,Maxthon 4.1,Desktop,"Mozilla/5.1 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.1 Chrome/45.0.2454.85 Safari/537.36",2022-10-02 06:33:55.000000
1044,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,1041,14,149.180.154.22,London,England,United Kingdom,"51.5074, -0.127758",BP International Ltd,False,Android 4.0.4,ZTE T790 ZTE T790,Chrome Mobile 18.0.1025,Mobile,"Mozilla/5.0 (Linux; Android 4.0.4; ZTE T790 Build/IMM76D) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19",2022-10-17 02:17:41.000000
